variant,physical_lut,primitive_cells,direct_modules,endpoint_modules,classification
LUT218,SLICE_X8Y86/DLUT,board_demo_comp_LUT5_26,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT218,SLICE_X9Y75/ALUT,board_demo_comp_LUT2_11,,FIR1级,FIR1级
LUT218,SLICE_X9Y75/BLUT,wr_ptr[0]_i_1;wr_ptr[1]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT218,SLICE_X9Y75/CLUT,history_full_i_2;wr_ptr[3]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT218,SLICE_X9Y75/DLUT,wr_ptr[4]_i_1;wr_ptr[5]_i_2,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT218,SLICE_X9Y76/ALUT,board_demo_comp_LUT6_12,,FIR1级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT218,SLICE_X9Y76/BLUT,scan_exhausted_i_2;wr_ptr[5]_i_3,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT218,SLICE_X9Y76/CLUT,board_demo_comp_LUT3_9,,FIR1级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT218,SLICE_X9Y76/DLUT,board_demo_comp_LUT5_20,,FIR1级,FIR1级
LUT218,SLICE_X9Y77/ALUT,rd_addr_rep[0]_i_1;rd_addr_rep[1]_i_1,板级顶层控制,板级顶层控制;测试音频ROM,板级顶层控制
LUT218,SLICE_X9Y77/BLUT,board_demo_comp_LUT2_15,,板级顶层控制;测试音频ROM,外围跨模块共享逻辑
LUT218,SLICE_X9Y77/CLUT,board_demo_comp_LUT2_13;board_demo_comp_LUT2_14,,板级顶层控制;测试音频ROM;音频公共封装/DAC,外围跨模块共享逻辑
LUT218,SLICE_X9Y78/ALUT,board_demo_comp_LUT5_19,,FIR1级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT218,SLICE_X9Y78/BLUT,board_demo_comp_LUT5_28,,FIR1级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT218,SLICE_X9Y78/CLUT,board_demo_comp_LUT6_5,,FIR1级,FIR1级
LUT218,SLICE_X9Y79/ALUT,board_demo_comp_LUT4_4;board_demo_comp_LUT5_27,,FIR1级,FIR1级
LUT218,SLICE_X9Y79/BLUT,board_demo_comp_LUT4_37,,FIR1级,FIR1级
LUT218,SLICE_X9Y79/CLUT,board_demo_comp_LUT4_38,,FIR1级,FIR1级
LUT218,SLICE_X9Y80/ALUT,board_demo_comp_LUT6_24,,FIR1级;FIR2/3级,滤波器核心跨级/共享逻辑
LUT218,SLICE_X9Y86/ALUT,board_demo_comp_LUT6_29,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT218,SLICE_X9Y86/BLUT,board_demo_comp_LUT6_30,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT218,SLICE_X9Y86/CLUT,board_demo_comp_LUT6_36,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT218,SLICE_X9Y86/DLUT,board_demo_comp_LUT6_43,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X0Y81/ALUT,board_demo_comp_LUT5_9,,按键与模式控制,按键与模式控制
LUT239,SLICE_X0Y82/ALUT,board_demo_comp_LUT1_116,,按键与模式控制,按键与模式控制
LUT239,SLICE_X0Y82/BLUT,board_demo_comp_LUT1_130;board_demo_comp_LUT2_39,,按键与模式控制;板级顶层控制,外围跨模块共享逻辑
LUT239,SLICE_X0Y84/ALUT,transfer_pipe[1]_i_1;transfer_pipe[3]_i_4,2→4倍桥接量化,按键与模式控制,2→4倍桥接量化
LUT239,SLICE_X0Y84/BLUT,transfer_pipe[2]_i_1;transfer_pipe[3]_i_3,2→4倍桥接量化,按键与模式控制,2→4倍桥接量化
LUT239,SLICE_X0Y85/ALUT,board_demo_comp_LUT3,,按键与模式控制,按键与模式控制
LUT239,SLICE_X0Y90/ALUT,job_mac_index[3]_i_3;u_unified_coeff_ramb18e1_i_8,2→4倍桥接量化;板级顶层控制,FIR2/3级;FIR共享系数存储,核心—外围接口共享逻辑
LUT239,SLICE_X0Y90/BLUT,board_demo_comp_LUT1_136,,FIR2/3级,FIR2/3级
LUT239,SLICE_X0Y90/CLUT,job_mac_index[2]_i_1;u_unified_coeff_ramb18e1_i_9,2→4倍桥接量化;板级顶层控制,FIR2/3级;FIR共享系数存储,核心—外围接口共享逻辑
LUT239,SLICE_X0Y91/ALUT,job_history_full_i_1;job_history_head[0]_i_1,2→4倍桥接量化,FIR2/3级,2→4倍桥接量化
LUT239,SLICE_X0Y91/BLUT,job_history_head[3]_i_1;job_phase_i_2,2→4倍桥接量化,FIR2/3级,2→4倍桥接量化
LUT239,SLICE_X0Y92/ALUT,board_demo_comp_LUT1_123,,FIR2/3级,FIR2/3级
LUT239,SLICE_X0Y92/BLUT,board_demo_comp_LUT2,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X0Y93/ALUT,ce_cnt[3]_i_1;ce_cnt[4]_i_1,2→4倍桥接量化;板级顶层控制,音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X0Y93/BLUT,board_demo_comp_LUT3_9,,FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X0Y93/CLUT,gen_dac_clock_oddr.u_dac_clock_oddr_i_1,2→4倍桥接量化,音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X0Y93/DLUT,gen_dac_clock_oddr.u_dac_clock_oddr_i_2,2→4倍桥接量化,音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X0Y94/ALUT,ce_cnt[5]_i_1;ce_cnt[6]_i_1,2→4倍桥接量化,音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X0Y94/BLUT,board_demo_comp_LUT5_16,,测试音频ROM;音频公共封装/DAC,外围跨模块共享逻辑
LUT239,SLICE_X0Y94/CLUT,board_demo_comp_LUT3_3,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X0Y95/ALUT,ce_cnt[1]_i_1;ce_cnt[2]_i_1,2→4倍桥接量化,音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X0Y95/BLUT,gen_primitive.u_stage23_history_ramb18e1_i_33;rom_word_q_reg_i_3,2→4倍桥接量化,2→4倍桥接量化;FIR1级;FIR2/3级;测试音频ROM;音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X0Y95/CLUT,board_demo_comp_LUT1_2,,音频公共封装/DAC,音频公共封装/DAC
LUT239,SLICE_X10Y85/ALUT,board_demo_comp_LUT6_5,,FIR1级,FIR1级
LUT239,SLICE_X10Y85/BLUT,board_demo_comp_LUT4_59,,FIR1级,FIR1级
LUT239,SLICE_X10Y87/ALUT,y_out[0]_i_1;y_out[1]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X10Y87/BLUT,y_out[10]_i_1;y_out[11]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X10Y87/CLUT,y_out[4]_i_1;y_out[5]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X10Y87/DLUT,y_out[6]_i_1;y_out[7]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X10Y88/ALUT,y_out[12]_i_1;y_out[13]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X10Y88/BLUT,y_out[14]_i_1;y_out[15]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X10Y88/CLUT,y_out[16]_i_1;y_out[17]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X10Y88/DLUT,y_out[8]_i_1;y_out[9]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X10Y89/ALUT,y_out[18]_i_1;y_out[19]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X10Y89/BLUT,y_out[20]_i_1;y_out[21]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X10Y89/CLUT,y_out[22]_i_1;y_out[23]_i_1,2→4倍桥接量化,FIR1级,2→4倍桥接量化
LUT239,SLICE_X10Y90/ALUT,board_demo_comp_LUT6_27,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X10Y90/BLUT,board_demo_comp_LUT6_28,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X10Y90/CLUT,board_demo_comp_LUT6_39,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X10Y90/DLUT,board_demo_comp_LUT6_40,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X10Y91/ALUT,gen_primitive.u_stage23_history_ramb18e1_i_34;gen_primitive.u_stage23_history_ramb18e1_i_35,2→4倍桥接量化,2→4倍桥接量化;FIR1级;FIR2/3级,2→4倍桥接量化
LUT239,SLICE_X10Y91/BLUT,y_out[13]_i_1__0;y_out[14]_i_1__0,2→4倍桥接量化,16倍CIC插值,2→4倍桥接量化
LUT239,SLICE_X10Y91/CLUT,y_out[15]_i_1__0;y_out[16]_i_1__0,2→4倍桥接量化,16倍CIC插值,2→4倍桥接量化
LUT239,SLICE_X10Y91/DLUT,board_demo_comp_LUT6_42,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X10Y92/ALUT,y_out[12]_i_1__0;y_out[19]_i_1__0,2→4倍桥接量化,16倍CIC插值,2→4倍桥接量化
LUT239,SLICE_X10Y92/BLUT,y_out[17]_i_1__0;y_out[18]_i_1__0,2→4倍桥接量化,16倍CIC插值,2→4倍桥接量化
LUT239,SLICE_X11Y86/ALUT,board_demo_comp_LUT4_60,,FIR1级,FIR1级
LUT239,SLICE_X11Y87/ALUT,board_demo_comp_LUT6_25,,FIR1级;FIR2/3级,滤波器核心跨级/共享逻辑
LUT239,SLICE_X11Y93/ALUT,board_demo_comp_LUT1_121;board_demo_comp_LUT2_54,,FIR2/3级,FIR2/3级
LUT239,SLICE_X11Y93/BLUT,board_demo_comp_LUT5_22,,FIR2/3级,FIR2/3级
LUT239,SLICE_X11Y93/CLUT,board_demo_comp_LUT3_11,,FIR2/3级,FIR2/3级
LUT239,SLICE_X12Y86/ALUT,board_demo_comp_LUT5_14,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X12Y87/ALUT,filter_saturation_pending_i_1;u_stage1_dsp48e1_i_10,2→4倍桥接量化;FIR1级,FIR1级,滤波器核心跨级/共享逻辑
LUT239,SLICE_X12Y87/BLUT,board_demo_comp_LUT2_51;board_demo_comp_LUT2_52,,FIR1级,FIR1级
LUT239,SLICE_X12Y87/CLUT,board_demo_comp_LUT1_127;board_demo_comp_LUT2_48,,FIR1级,FIR1级
LUT239,SLICE_X12Y87/DLUT,board_demo_comp_LUT2_47;board_demo_comp_LUT2_49,,FIR1级,FIR1级
LUT239,SLICE_X12Y88/ALUT,board_demo_comp_LUT6_15,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X12Y94/ALUT,board_demo_comp_LUT2_44;board_demo_comp_LUT2_55,,FIR2/3级,FIR2/3级
LUT239,SLICE_X13Y92/ALUT,board_demo_comp_LUT2_53;board_demo_comp_LUT2_56,,FIR2/3级,FIR2/3级
LUT239,SLICE_X1Y80/ALUT,board_demo_comp_LUT1_115,,按键与模式控制,按键与模式控制
LUT239,SLICE_X1Y81/ALUT,kr_drive_low[3]_i_3;scan_idx[1]_i_2,按键与模式控制,按键与模式控制;板级顶层控制,按键与模式控制
LUT239,SLICE_X1Y81/BLUT,board_demo_comp_LUT3_1;board_demo_comp_LUT4_25,,按键与模式控制,按键与模式控制
LUT239,SLICE_X1Y81/CLUT,board_demo_comp_LUT6_2,,按键与模式控制,按键与模式控制
LUT239,SLICE_X1Y81/DLUT,board_demo_comp_LUT6_3,,按键与模式控制,按键与模式控制
LUT239,SLICE_X1Y82/ALUT,board_demo_comp_LUT4_55,,板级顶层控制,板级顶层控制
LUT239,SLICE_X1Y82/BLUT,board_demo_comp_LUT3_2,,按键与模式控制;板级顶层控制,外围跨模块共享逻辑
LUT239,SLICE_X1Y82/CLUT,board_demo_comp_LUT2_27;board_demo_comp_LUT4_56,,按键与模式控制;板级顶层控制,外围跨模块共享逻辑
LUT239,SLICE_X1Y82/DLUT,board_demo_comp_LUT6_4,,按键与模式控制;板级顶层控制,外围跨模块共享逻辑
LUT239,SLICE_X1Y84/ALUT,board_demo_comp_LUT1_111,,按键与模式控制,按键与模式控制
LUT239,SLICE_X1Y84/BLUT,board_demo_comp_LUT4_57;dac_data_r[7]_i_1,2→4倍桥接量化,按键与模式控制;板级顶层控制;音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X1Y84/CLUT,board_demo_comp_LUT6_45,,按键与模式控制,按键与模式控制
LUT239,SLICE_X1Y85/ALUT,board_demo_comp_LUT4,,按键与模式控制;板级顶层控制,外围跨模块共享逻辑
LUT239,SLICE_X1Y90/ALUT,board_demo_comp_LUT6_13,,FIR2/3级,FIR2/3级
LUT239,SLICE_X1Y91/ALUT,board_demo_comp_LUT6_20,,FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X1Y91/BLUT,board_demo_comp_LUT6_19,,FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X1Y91/CLUT,board_demo_comp_LUT5_28,,FIR2/3级;FIR共享系数存储,滤波器核心跨级/共享逻辑
LUT239,SLICE_X1Y91/DLUT,board_demo_comp_LUT3_5,,FIR2/3级;板级顶层控制,核心—外围接口共享逻辑
LUT239,SLICE_X1Y92/ALUT,stage3_head[0]_i_1;stage3_head[1]_i_1,2→4倍桥接量化;板级顶层控制,FIR2/3级,核心—外围接口共享逻辑
LUT239,SLICE_X1Y92/BLUT,stage3_head[2]_i_1;stage3_head[3]_i_2,2→4倍桥接量化,FIR2/3级,2→4倍桥接量化
LUT239,SLICE_X1Y92/CLUT,board_demo_comp_LUT2_33,,FIR2/3级,FIR2/3级
LUT239,SLICE_X1Y92/DLUT,board_demo_comp_LUT2_34,,2→4倍桥接量化;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X1Y93/ALUT,board_demo_comp_LUT5_20,,FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X1Y93/BLUT,board_demo_comp_LUT5_21,,FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X1Y93/CLUT,board_demo_comp_LUT5_12,,FIR2/3级,FIR2/3级
LUT239,SLICE_X1Y93/DLUT,board_demo_comp_LUT3_4;board_demo_comp_LUT3_6,,2→4倍桥接量化;FIR1级;FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X2Y81/ALUT,board_demo_comp_LUT2_28;board_demo_comp_LUT4_53,,按键与模式控制;板级顶层控制,外围跨模块共享逻辑
LUT239,SLICE_X2Y81/BLUT,board_demo_comp_LUT6_1,,按键与模式控制;板级顶层控制,外围跨模块共享逻辑
LUT239,SLICE_X2Y81/CLUT,board_demo_comp_LUT4_50,,板级顶层控制,板级顶层控制
LUT239,SLICE_X2Y82/ALUT,board_demo_comp_LUT6_11,,板级顶层控制,板级顶层控制
LUT239,SLICE_X2Y82/BLUT,board_demo_comp_LUT5_11,,板级顶层控制,板级顶层控制
LUT239,SLICE_X2Y82/CLUT,board_demo_comp_LUT4_24,,按键与模式控制;板级顶层控制,外围跨模块共享逻辑
LUT239,SLICE_X2Y83/ALUT,board_demo_comp_LUT6,,按键与模式控制;板级顶层控制,外围跨模块共享逻辑
LUT239,SLICE_X2Y83/BLUT,board_demo_comp_LUT4_26,,按键与模式控制,按键与模式控制
LUT239,SLICE_X2Y89/ALUT,board_demo_comp_LUT2_1;board_demo_comp_LUT4_1,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y89/BLUT,board_demo_comp_LUT2_2;board_demo_comp_LUT4_2,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y89/CLUT,board_demo_comp_LUT2_3;board_demo_comp_LUT4_3,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y89/DLUT,board_demo_comp_LUT2_4;board_demo_comp_LUT4_4,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y90/ALUT,board_demo_comp_LUT2_5;board_demo_comp_LUT4_5,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y90/BLUT,board_demo_comp_LUT2_6;board_demo_comp_LUT4_6,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y90/CLUT,board_demo_comp_LUT2_7;board_demo_comp_LUT4_7,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y90/DLUT,board_demo_comp_LUT2_8;board_demo_comp_LUT4_8,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y91/ALUT,board_demo_comp_LUT2_9;board_demo_comp_LUT4_9,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y91/BLUT,board_demo_comp_LUT2_10;board_demo_comp_LUT4_10,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y91/CLUT,board_demo_comp_LUT2_11;board_demo_comp_LUT4_11,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y91/DLUT,board_demo_comp_LUT2_12;board_demo_comp_LUT4_12,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y92/ALUT,board_demo_comp_LUT2_13;board_demo_comp_LUT4_13,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y92/BLUT,board_demo_comp_LUT2_14;board_demo_comp_LUT4_14,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y92/CLUT,board_demo_comp_LUT2_15;board_demo_comp_LUT4_15,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y92/DLUT,board_demo_comp_LUT2_16;board_demo_comp_LUT4_16,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y93/ALUT,board_demo_comp_LUT2_17;board_demo_comp_LUT4_17,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y93/BLUT,board_demo_comp_LUT2_18;board_demo_comp_LUT4_18,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y93/CLUT,board_demo_comp_LUT2_19;board_demo_comp_LUT4_19,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y93/DLUT,board_demo_comp_LUT2_20;board_demo_comp_LUT4_20,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y94/ALUT,board_demo_comp_LUT2_21;board_demo_comp_LUT4_21,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y94/BLUT,board_demo_comp_LUT2_22;board_demo_comp_LUT4_22,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X2Y94/CLUT,board_demo_comp_LUT4_23,,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X3Y81/ALUT,board_demo_comp_LUT1_75,,板级顶层控制,板级顶层控制
LUT239,SLICE_X3Y86/ALUT,board_demo_comp_LUT4_28,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X3Y87/ALUT,board_demo_comp_LUT4_36,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X3Y90/ALUT,gen_primitive.u_stage23_history_ramb18e1_i_32;job_mac_index[1]_i_1,2→4倍桥接量化,FIR2/3级,2→4倍桥接量化
LUT239,SLICE_X3Y90/BLUT,board_demo_comp_LUT6_21,,FIR2/3级,FIR2/3级
LUT239,SLICE_X3Y90/CLUT,board_demo_comp_LUT6_7,,FIR2/3级,FIR2/3级
LUT239,SLICE_X3Y90/DLUT,board_demo_comp_LUT5_10,,FIR2/3级,FIR2/3级
LUT239,SLICE_X3Y91/ALUT,stage2_head[2]_i_1;stage2_head[3]_i_2,2→4倍桥接量化,FIR2/3级,2→4倍桥接量化
LUT239,SLICE_X3Y91/BLUT,board_demo_comp_LUT6_22,,FIR2/3级,FIR2/3级
LUT239,SLICE_X3Y91/CLUT,board_demo_comp_LUT6_24,,FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X3Y91/DLUT,board_demo_comp_LUT6_6,,FIR2/3级,FIR2/3级
LUT239,SLICE_X3Y93/ALUT,board_demo_comp_LUT5_13;rom_word_q_reg_i_2,2→4倍桥接量化,16倍CIC插值;2→4倍桥接量化;FIR1级;FIR2/3级;按键与模式控制;板级顶层控制;测试音频ROM;音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X4Y81/ALUT,board_demo_comp_LUT6_10,,按键与模式控制;板级顶层控制,外围跨模块共享逻辑
LUT239,SLICE_X4Y82/ALUT,board_demo_comp_LUT4_52,,按键与模式控制;板级顶层控制,外围跨模块共享逻辑
LUT239,SLICE_X4Y86/ALUT,board_demo_comp_LUT4_29,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X4Y86/BLUT,board_demo_comp_LUT4_32,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X4Y87/ALUT,burst_remaining[0]_i_1;burst_remaining[1]_i_1,板级顶层控制,16倍CIC插值,板级顶层控制
LUT239,SLICE_X4Y87/BLUT,burst_remaining[2]_i_1;burst_remaining[3]_i_2,板级顶层控制,16倍CIC插值,板级顶层控制
LUT239,SLICE_X4Y87/CLUT,board_demo_comp_LUT5;board_demo_comp_LUT5_2,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X4Y88/ALUT,comb_active_i_1;comb_stage_index_i_1,16倍CIC插值,16倍CIC插值;FIR2/3级,16倍CIC插值
LUT239,SLICE_X4Y88/BLUT,board_demo_comp_LUT4_40,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X4Y88/CLUT,board_demo_comp_LUT4_43,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X4Y89/ALUT,board_demo_comp_LUT4_46,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X4Y90/ALUT,board_demo_comp_LUT2_42;board_demo_comp_LUT3_12,,FIR2/3级;FIR共享系数存储,滤波器核心跨级/共享逻辑
LUT239,SLICE_X4Y90/BLUT,board_demo_comp_LUT3_10;board_demo_comp_LUT5_23,,FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X4Y90/CLUT,board_demo_comp_LUT6_8,,FIR2/3级,FIR2/3级
LUT239,SLICE_X4Y90/DLUT,board_demo_comp_LUT6_9,,FIR2/3级,FIR2/3级
LUT239,SLICE_X4Y91/ALUT,job_history_head[1]_i_1;job_history_head[2]_i_1,2→4倍桥接量化,FIR2/3级,2→4倍桥接量化
LUT239,SLICE_X4Y91/BLUT,stage2_head[0]_i_1;stage2_head[1]_i_1,2→4倍桥接量化;板级顶层控制,FIR2/3级,核心—外围接口共享逻辑
LUT239,SLICE_X4Y91/CLUT,board_demo_comp_LUT1_124;board_demo_comp_LUT5_24,,FIR2/3级;音频公共封装/DAC,核心—外围接口共享逻辑
LUT239,SLICE_X4Y91/DLUT,dac_data_r[1]_i_1,2→4倍桥接量化,16倍CIC插值;FIR2/3级;测试音频ROM;音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X4Y92/ALUT,job_result_pending_i_1;u_stage23_dsp48e1_i_13,2→4倍桥接量化;FIR2/3级,FIR2/3级,滤波器核心跨级/共享逻辑
LUT239,SLICE_X4Y92/DLUT,board_demo_comp_LUT6_23,,FIR2/3级,FIR2/3级
LUT239,SLICE_X4Y93/ALUT,board_demo_comp_LUT6_14,,FIR2/3级;板级顶层控制,核心—外围接口共享逻辑
LUT239,SLICE_X4Y93/BLUT,board_demo_comp_LUT4_54;board_demo_comp_LUT4_58,,FIR2/3级;FIR共享系数存储,滤波器核心跨级/共享逻辑
LUT239,SLICE_X5Y81/ALUT,board_demo_comp_LUT4_51,,板级顶层控制,板级顶层控制
LUT239,SLICE_X5Y86/ALUT,board_demo_comp_LUT4_30,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X5Y86/BLUT,board_demo_comp_LUT4_33,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X5Y86/CLUT,board_demo_comp_LUT4_34,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X5Y87/ALUT,board_demo_comp_LUT4_31,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X5Y87/BLUT,board_demo_comp_LUT4_35,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X5Y87/CLUT,board_demo_comp_LUT4_37,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X5Y87/DLUT,board_demo_comp_LUT4_38,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X5Y88/ALUT,board_demo_comp_LUT5_1,,16倍CIC插值;板级顶层控制,核心—外围接口共享逻辑
LUT239,SLICE_X5Y88/BLUT,board_demo_comp_LUT2_41,,FIR2/3级;板级顶层控制,核心—外围接口共享逻辑
LUT239,SLICE_X5Y88/CLUT,board_demo_comp_LUT4_39,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X5Y89/ALUT,board_demo_comp_LUT4_41,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X5Y89/BLUT,board_demo_comp_LUT4_42,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X5Y89/CLUT,board_demo_comp_LUT4_45,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X5Y89/DLUT,board_demo_comp_LUT4_47,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X5Y90/ALUT,board_demo_comp_LUT2_23;board_demo_comp_LUT2_24,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X5Y90/BLUT,board_demo_comp_LUT4_44,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X5Y90/CLUT,board_demo_comp_LUT4_48,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X5Y90/DLUT,board_demo_comp_LUT4_49,,16倍CIC插值,16倍CIC插值
LUT239,SLICE_X5Y91/ALUT,dac_data_r[1]_i_2;stage3_pending_compensated_i_1,2→4倍桥接量化,16倍CIC插值;FIR2/3级;测试音频ROM;音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X5Y91/BLUT,dac_data_r[2]_i_1,2→4倍桥接量化,16倍CIC插值;FIR2/3级;测试音频ROM;音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X5Y91/CLUT,dac_data_r[3]_i_1,2→4倍桥接量化,16倍CIC插值;FIR2/3级;测试音频ROM;音频公共封装/DAC,2→4倍桥接量化
LUT239,SLICE_X5Y91/DLUT,board_demo_comp_LUT2_43,,FIR2/3级;FIR共享系数存储,滤波器核心跨级/共享逻辑
LUT239,SLICE_X5Y92/ALUT,board_demo_comp_LUT2_40;board_demo_comp_LUT2_45,,FIR2/3级,FIR2/3级
